area_sqft,bedrooms,bathrooms,year_built,garage_spaces,lot_size,overall_qual,distance_to_city_km,neighborhood,house_style,heating_type,has_pool,has_basement,central_air,sale_price
1244,3,4.0,1990,3,3616.0,6,4.4,Lakeside,Duplex,Gas,0,0,1,227962
2439,3,2.5,1972,1,10348.0,6,5.3,Suburb_South,Condo,Gas,1,1,1,210534
2725,3,2.0,1986,2,4402.0,7,19.2,Suburb_North,Condo,Electric,0,1,1,275747
1776,2,2.0,1995,3,5417.0,8,16.6,Downtown,Condo,Solar,0,0,1,306416
2288,5,3.5,2012,2,7728.0,5,18.1,Suburb_North,Single_Family,,0,1,1,293149
1438,6,3.5,1963,1,11492.0,6,0.5,Rural,Single_Family,,0,1,1,240478
1878,2,2.5,1952,1,7081.0,7,9.9,Hillside,Single_Family,Electric,0,1,1,305317
2095,4,3.0,2023,1,5850.0,6,4.8,Suburb_West,Condo,Gas,0,0,1,263654
1651,3,2.0,2021,2,3694.0,7,18.1,Suburb_East,Single_Family,Solar,1,1,0,270057
2037,3,2.0,1980,2,7643.0,7,6.1,Suburb_North,Single_Family,Electric,0,1,1,310232
1061,5,2.0,2006,2,6091.0,7,2.6,Suburb_South,Single_Family,Gas,0,1,1,246750
2085,2,1.0,1968,2,8435.0,9,8.3,Suburb_West,Single_Family,Electric,0,1,1,290153
3085,4,2.5,1951,2,5917.0,10,1.5,Suburb_West,Single_Family,Gas,0,1,1,474338
1517,4,2.5,1968,2,12812.0,4,3.6,Suburb_South,Duplex,Gas,0,1,1,164850
2225,1,1.5,2018,2,2685.0,7,1.9,Lakeside,Single_Family,Electric,1,1,1,367607
2109,4,2.5,1970,1,3975.0,7,9.4,Suburb_North,Single_Family,Oil,0,0,1,308212
1071,4,3.0,1992,2,10690.0,5,14.3,Suburb_South,Single_Family,Gas,0,1,1,208423
2178,3,2.0,2002,3,6990.0,6,6.0,Suburb_East,Single_Family,Electric,0,1,1,309164
1391,3,3.0,1986,3,1739.0,6,13.7,Downtown,Single_Family,Gas,0,0,0,260026
2040,5,3.5,2007,2,10355.0,9,1.2,Downtown,Duplex,Gas,0,1,1,369396
2548,1,4.0,1969,2,7743.0,7,13.6,Suburb_East,Single_Family,Gas,1,1,0,372689
1538,3,3.5,1991,0,7074.0,10,6.5,Lakeside,Single_Family,Gas,0,0,1,301206
885,2,2.5,2008,1,1286.0,9,3.2,Suburb_North,Single_Family,Gas,0,0,1,236845
2542,4,2.0,1982,0,8659.0,4,2.4,Rural,Condo,Gas,0,1,1,203069
1669,5,1.0,1967,2,4690.0,9,21.0,Suburb_West,Townhouse,Electric,0,0,1,236267
2138,2,2.0,1967,2,10320.0,8,0.5,Suburb_West,Condo,Gas,1,1,1,292887
921,4,2.0,1983,0,10275.0,7,0.6,Suburb_South,Townhouse,Gas,0,1,1,155206
2714,2,3.5,1982,1,8846.0,8,8.0,Suburb_North,Single_Family,Electric,0,1,1,413097
1082,4,3.5,1973,3,3168.0,6,23.6,Downtown,Single_Family,Gas,0,1,1,259724
2255,3,2.0,2015,2,10505.0,6,0.5,Hillside,Single_Family,Oil,0,1,1,367453
2157,3,2.0,1958,2,7829.0,3,6.3,Rural,Single_Family,Gas,0,0,1,193203
1660,3,2.5,2005,3,7219.0,6,10.3,Suburb_North,Townhouse,Gas,0,1,0,243089
1408,3,2.5,1974,3,,5,15.1,Lakeside,Single_Family,Gas,0,0,1,259070
1678,2,2.0,1984,1,6896.0,6,14.3,Suburb_North,Townhouse,Solar,0,0,1,249915
1727,1,2.5,1983,2,9941.0,8,9.5,Suburb_West,Single_Family,Electric,0,1,1,248718
1918,5,3.0,2012,2,5631.0,8,8.9,Lakeside,Single_Family,Gas,0,1,1,380647
2118,2,1.0,2008,2,5099.0,6,7.9,Suburb_East,Single_Family,Electric,1,1,1,305092
2103,4,3.0,1952,3,6714.0,9,11.4,Suburb_East,Townhouse,Electric,1,0,1,249554
1330,2,3.0,2000,1,9073.0,5,0.5,Suburb_South,Single_Family,Electric,0,0,0,178248
2322,4,2.5,1953,2,8302.0,10,5.4,Lakeside,Single_Family,Gas,0,1,1,453983
2179,1,1.0,1952,1,6971.0,7,1.1,Suburb_North,Single_Family,Electric,1,0,0,311904
1974,6,2.0,1991,2,5926.0,6,16.8,Suburb_East,Single_Family,Gas,0,1,1,256703
1757,5,3.0,2021,0,8824.0,7,7.7,Suburb_South,Duplex,Electric,0,0,1,231262
1705,6,1.0,1980,2,8899.0,5,1.9,Suburb_South,Condo,Gas,0,1,1,207197
1551,3,3.5,1983,1,7311.0,5,5.5,Suburb_East,Single_Family,Electric,0,0,1,185907
1329,3,3.5,2020,3,6104.0,6,0.6,Rural,Single_Family,Oil,0,1,1,191535
1758,3,2.5,2004,2,7467.0,7,4.5,Suburb_North,Single_Family,Gas,0,1,1,292713
1819,4,2.5,1960,1,6436.0,7,1.8,Suburb_East,Single_Family,Oil,0,1,1,229985
2323,3,2.0,2007,1,8327.0,9,0.5,Rural,Condo,Electric,0,0,1,183487
2583,2,3.5,1961,1,6794.0,6,13.6,Rural,Duplex,Gas,0,0,1,246605
560,3,2.5,1969,1,5286.0,7,16.3,Suburb_North,Single_Family,Gas,0,1,1,128370
1722,3,1.5,1985,0,6754.0,8,12.3,Suburb_North,Single_Family,Oil,1,1,0,293128
1268,4,1.5,1984,0,4286.0,8,6.4,Rural,Townhouse,Gas,0,1,1,146110
1034,3,1.5,1987,2,4963.0,5,20.2,Downtown,Townhouse,Electric,1,0,0,178956
2768,3,1.5,1971,1,6970.0,7,12.0,Suburb_North,Single_Family,Gas,0,0,0,373095
2187,1,3.0,1992,0,11231.0,8,4.8,Suburb_South,Single_Family,Gas,0,1,1,277598
1953,3,3.5,2013,0,11496.0,5,18.9,Lakeside,Condo,Oil,0,1,1,256864
2423,4,2.5,2023,2,5710.0,9,1.8,Downtown,Single_Family,Gas,0,1,0,429020
2502,1,3.0,1988,2,5612.0,6,15.1,Rural,Single_Family,Gas,0,1,0,243449
1576,4,2.0,1973,2,10709.0,9,5.2,Rural,Duplex,Electric,0,0,1,178057
1967,3,3.0,1979,2,4569.0,9,5.6,Lakeside,Single_Family,Electric,0,0,0,411555
2414,2,1.5,2012,2,6792.0,8,2.8,Suburb_North,Single_Family,Gas,1,1,1,423553
1153,4,1.0,2003,1,6735.0,6,1.3,Lakeside,Single_Family,Electric,0,1,0,263565
1777,2,1.5,2007,2,4724.0,5,6.1,Suburb_South,Townhouse,Electric,0,1,1,198950
1688,3,2.0,1980,1,8056.0,5,9.4,Downtown,Single_Family,Gas,0,1,1,360429
2256,4,2.0,2006,1,4658.0,6,8.6,Hillside,Single_Family,Electric,0,1,1,387674
1504,3,2.0,1975,1,6715.0,8,4.8,Downtown,Single_Family,Electric,0,0,0,331026
1757,5,4.0,2004,3,7231.0,5,0.8,Suburb_West,Single_Family,Oil,0,1,0,339367
2899,2,2.0,1993,2,13246.0,6,3.8,Suburb_North,Single_Family,Solar,0,0,1,397152
2486,5,2.0,2011,2,5336.0,5,0.8,Suburb_North,Townhouse,Electric,1,0,1,330827
1816,5,2.0,2007,2,10109.0,9,1.6,Suburb_South,Single_Family,Gas,0,1,1,277699
2481,3,2.0,2001,0,9819.0,9,1.2,Suburb_North,Single_Family,Gas,0,1,1,419052
1605,4,2.5,2016,1,5157.0,5,3.9,Rural,Duplex,Gas,0,1,1,177669
999,6,2.0,1950,0,5862.0,5,29.5,Rural,Single_Family,Electric,0,1,0,87638
1284,5,2.0,2003,1,5522.0,5,24.0,Suburb_North,Townhouse,Gas,0,0,0,170687
2173,4,1.5,1954,0,9737.0,3,3.3,Downtown,Single_Family,Gas,0,1,1,310448
1472,3,1.0,2016,1,7914.0,6,6.6,Downtown,Duplex,Electric,0,1,0,243392
4497,3,2.0,2002,2,3975.0,5,19.8,Lakeside,Townhouse,Gas,0,0,1,570840
1665,2,2.0,1958,1,13981.0,5,7.4,Suburb_East,Condo,Gas,0,1,1,226395
1396,4,2.0,1995,0,,7,1.7,Hillside,Single_Family,Electric,0,1,1,272408
1967,2,2.5,2004,0,10384.0,6,6.3,Suburb_North,Condo,Electric,1,1,0,229575
1456,3,1.0,1983,1,6339.0,6,2.8,Lakeside,Condo,Gas,0,1,1,256292
1098,3,3.5,2002,2,7228.0,6,9.8,Suburb_North,Single_Family,Gas,0,0,0,215530
785,2,1.5,1951,2,7833.0,8,6.1,Rural,Single_Family,Gas,0,1,1,134394
2188,3,3.5,1993,1,,7,9.0,Suburb_West,Single_Family,Oil,0,0,1,289708
1406,4,1.0,1951,2,5064.0,10,7.4,Downtown,Townhouse,Electric,0,0,1,245677
2237,4,2.5,2018,1,7108.0,10,38.2,Lakeside,Condo,Gas,0,1,1,298580
1806,5,4.0,1975,2,11468.0,8,7.6,Hillside,Townhouse,,0,1,1,301341
991,2,4.0,1987,2,3440.0,5,17.4,Suburb_South,Single_Family,Electric,1,1,1,201572
5205,2,1.5,2006,1,3234.0,6,6.5,Downtown,Single_Family,Oil,0,0,1,874627
2929,2,3.5,1989,2,2092.0,6,2.9,Downtown,Condo,Gas,0,1,1,415269
2189,3,3.5,1966,2,7180.0,6,3.7,Hillside,Townhouse,Electric,0,1,1,285927
2748,4,2.0,2012,2,7583.0,7,14.4,Suburb_South,Townhouse,Electric,0,0,1,310205
2459,4,2.0,2003,2,8261.0,4,7.9,Lakeside,Condo,Gas,1,1,1,326130
2138,3,2.0,1990,2,13131.0,1,2.8,Downtown,Condo,Electric,1,0,1,322813
1946,4,2.5,1966,2,3590.0,6,1.1,Downtown,Single_Family,Electric,0,1,1,370265
2052,3,1.5,1960,1,5541.0,8,4.6,Hillside,Condo,Gas,0,1,1,272343
2255,2,2.0,2007,0,9142.0,2,6.7,Rural,Duplex,Electric,1,1,1,194631
1834,4,1.0,2003,2,6433.0,7,14.3,Suburb_North,Condo,Electric,0,0,1,213101
2025,3,2.5,2021,0,6140.0,7,3.4,Suburb_North,Single_Family,Electric,0,1,1,329237
2153,2,2.0,1983,2,6961.0,6,2.4,Suburb_East,Single_Family,Electric,0,1,0,302783
2837,2,2.0,2010,2,11383.0,5,5.1,Suburb_West,Townhouse,Gas,0,1,1,367004
2448,4,2.5,2001,2,5166.0,5,11.3,Suburb_South,Condo,Oil,1,0,1,215895
1026,2,2.5,2009,2,11204.0,9,19.2,Downtown,Townhouse,Gas,0,0,1,288714
1631,6,2.0,1998,0,5423.0,10,10.2,Suburb_North,Single_Family,Gas,0,0,1,339768
2748,4,2.0,2022,3,11377.0,6,3.3,Suburb_South,Single_Family,Electric,0,1,1,360558
2756,4,2.0,1995,1,9621.0,5,13.5,Rural,Single_Family,Gas,0,1,1,245789
1481,2,2.5,2003,1,9412.0,7,11.1,Suburb_South,Townhouse,Gas,0,1,1,185645
2560,4,3.0,1962,2,4076.0,3,10.9,Suburb_West,Condo,Gas,0,0,1,210427
1867,3,1.5,1965,1,4908.0,7,8.9,Suburb_South,Townhouse,Oil,0,1,1,217444
1305,3,2.0,1988,1,10382.0,8,4.4,Hillside,Single_Family,Electric,1,1,0,266765
1996,4,2.5,1961,0,5200.0,2,11.8,Downtown,Condo,Oil,1,1,1,233817
2434,3,3.5,1998,2,9390.0,5,1.9,Lakeside,Condo,Gas,1,1,1,366227
2932,3,1.5,1970,2,6253.0,8,9.7,Lakeside,Single_Family,Gas,0,0,1,457802
1672,3,1.5,2008,2,6679.0,4,15.6,Suburb_North,Single_Family,Electric,0,1,0,248699
2359,2,2.5,1997,2,6071.0,7,6.5,Lakeside,Condo,Electric,0,1,0,270586
2553,4,2.0,2007,1,9367.0,4,5.0,Suburb_North,Single_Family,Gas,0,0,0,289816
2191,4,4.0,1960,2,9446.0,10,10.5,Suburb_South,Single_Family,Gas,1,1,1,341321
2275,3,2.0,1966,1,5809.0,1,2.1,Rural,Condo,Gas,0,1,1,147425
3006,6,1.0,1994,2,7580.0,6,23.5,Suburb_South,Condo,Gas,0,0,1,267062
1458,6,1.0,2015,2,9245.0,6,15.8,Downtown,Townhouse,Gas,0,0,1,287230
1779,2,3.0,1993,2,10949.0,6,1.9,Suburb_East,Single_Family,Gas,0,1,1,268116
2207,3,3.5,1958,1,3909.0,7,13.1,Downtown,Duplex,Electric,0,1,1,305920
1985,4,2.5,2002,0,4906.0,4,0.5,Lakeside,Single_Family,Gas,1,1,0,366827
1368,4,2.5,1963,3,5572.0,8,6.1,Suburb_South,Single_Family,Electric,1,1,1,221265
1248,3,4.0,1996,2,9160.0,7,5.4,Downtown,Condo,Electric,0,0,1,249431
2142,3,1.0,1959,1,6996.0,6,10.4,Downtown,Townhouse,,0,1,0,346166
2195,3,3.0,2013,1,9792.0,7,11.9,Suburb_North,Townhouse,Solar,0,1,1,308161
1168,3,2.0,1975,2,3302.0,6,0.7,Lakeside,Single_Family,Gas,0,0,0,236060
2528,2,2.0,1995,2,11320.0,7,14.1,Suburb_West,Duplex,Electric,0,0,1,262125
1858,6,3.0,1970,1,5231.0,7,0.8,Lakeside,Duplex,Gas,0,1,1,288225
1073,3,2.0,1998,1,1876.0,3,1.5,Suburb_South,Townhouse,Gas,0,0,1,125333
1063,3,3.0,1999,2,8656.0,8,6.6,Lakeside,Single_Family,Oil,0,1,1,308939
2613,4,2.5,1959,1,4301.0,5,6.8,Lakeside,Single_Family,Gas,0,1,1,441799
1667,2,2.0,2019,1,9780.0,7,8.7,Downtown,Single_Family,Electric,0,1,1,345316
1873,3,3.0,1958,2,7306.0,10,1.2,Hillside,Single_Family,Gas,0,1,1,342332
2036,4,3.0,1958,0,5736.0,5,1.4,Downtown,Condo,Gas,0,1,0,280505
1022,4,3.0,1967,1,4311.0,8,18.6,Suburb_East,Single_Family,Gas,0,1,0,170581
1667,3,2.0,1969,0,7857.0,8,4.4,Suburb_North,Townhouse,Gas,0,1,0,249833
1512,6,3.5,1997,2,,7,10.3,Rural,Single_Family,Electric,1,0,1,205755
2908,2,3.5,1992,3,9506.0,6,21.0,Hillside,Single_Family,Gas,0,0,1,428000
1379,3,4.0,2013,2,6847.0,5,8.7,Rural,Single_Family,Gas,0,1,1,175096
1647,4,2.5,2019,3,12161.0,6,16.3,Lakeside,Townhouse,Solar,0,1,1,317480
2164,2,1.5,1962,0,10931.0,5,2.7,Downtown,Single_Family,Gas,0,1,1,398557
1904,2,3.0,2001,3,4400.0,10,23.2,Downtown,Condo,Gas,0,1,1,295306
1868,4,2.0,2010,2,9797.0,2,1.3,Lakeside,Single_Family,Gas,0,0,1,307911
1614,4,2.0,2013,0,4170.0,7,5.8,Downtown,Single_Family,Gas,0,1,1,375151
1304,1,2.5,1992,1,9425.0,7,14.1,Rural,Single_Family,Gas,0,0,1,172909
2251,2,3.5,1969,3,9406.0,7,4.1,Downtown,Townhouse,Gas,0,1,0,421018
2668,4,2.5,1964,2,6082.0,7,0.6,Suburb_North,Townhouse,Electric,0,0,1,304664
2862,1,4.0,1959,0,9246.0,10,2.8,Suburb_North,Single_Family,Electric,0,1,0,381435
1157,2,3.0,2006,2,5992.0,4,6.4,Rural,Single_Family,Electric,0,1,1,166064
949,4,2.5,1954,1,5595.0,8,7.4,Suburb_West,Condo,Electric,0,1,1,158794
649,2,1.0,1984,1,12730.0,4,12.7,Suburb_North,Single_Family,Electric,0,1,1,105532
1731,5,2.0,2017,1,4995.0,5,14.4,Rural,Townhouse,Gas,0,1,1,180033
2337,3,2.0,1952,0,4806.0,8,2.5,Suburb_East,Townhouse,Gas,0,0,1,251301
973,4,2.0,2000,2,4677.0,7,23.2,Hillside,Duplex,Gas,0,1,1,184588
1490,3,4.0,1990,2,,8,0.8,Suburb_South,Single_Family,Gas,0,1,1,259620
1394,3,1.0,1975,2,8477.0,6,23.0,Suburb_West,Townhouse,Gas,0,1,0,185079
1322,5,3.0,2021,2,3720.0,4,3.5,Downtown,Single_Family,Electric,0,1,1,276629
2053,6,2.0,1963,3,14794.0,7,12.1,Suburb_North,Single_Family,Electric,0,0,0,326327
3151,4,2.0,2022,2,3322.0,8,7.4,Suburb_West,Townhouse,Oil,0,1,1,408451
2037,3,2.0,1996,2,6466.0,7,11.6,Suburb_North,Single_Family,Gas,0,0,1,360757
1615,4,3.0,2005,2,8787.0,8,5.6,Hillside,Townhouse,Electric,0,1,1,267854
2089,5,1.5,1997,3,7211.0,7,1.0,Downtown,Single_Family,Gas,0,1,0,505220
1607,5,4.0,1960,2,5421.0,10,3.8,Lakeside,Duplex,Gas,1,0,1,371394
1292,4,4.0,1984,0,5891.0,7,1.0,Suburb_North,Single_Family,Electric,0,0,1,191183
1668,3,1.0,2020,1,6046.0,8,2.1,Suburb_East,Single_Family,Gas,0,0,0,257276
1369,4,3.5,1966,1,8141.0,6,17.1,Rural,Townhouse,Electric,0,1,1,133024
2042,3,3.0,2021,2,5809.0,10,4.4,Hillside,Single_Family,Gas,0,0,1,434971
1122,4,2.5,1987,1,5094.0,7,52.6,Suburb_West,Condo,Electric,0,1,1,146178
2135,4,3.0,2011,1,11164.0,8,6.6,Hillside,Townhouse,Gas,0,1,1,376911
1723,3,3.0,2012,3,12358.0,10,3.9,Suburb_North,Single_Family,Electric,0,1,1,333432
2048,3,2.5,2011,1,3637.0,8,1.8,Lakeside,Townhouse,Gas,0,1,1,334230
2859,4,2.5,1975,2,4685.0,9,3.4,Suburb_West,Duplex,Oil,0,0,0,335352
1445,6,1.0,1964,0,3415.0,10,9.0,Suburb_East,Single_Family,Oil,0,1,0,269891
2020,5,4.0,1954,1,5708.0,7,0.5,Suburb_West,Duplex,Gas,0,0,1,238745
1912,1,2.5,2014,0,5555.0,8,0.7,Suburb_North,Townhouse,Electric,0,1,1,254570
2385,2,2.5,2018,1,4964.0,5,34.1,Suburb_South,Single_Family,Gas,0,0,1,274268
1957,6,2.0,1986,1,10196.0,5,8.8,Rural,Single_Family,Electric,1,0,1,181065
2220,3,1.5,2023,1,5113.0,8,15.5,Lakeside,Single_Family,Oil,0,1,1,404187
2390,2,2.5,1978,2,5911.0,6,3.5,Hillside,Townhouse,Electric,0,1,1,327830
2730,4,1.5,1985,2,6832.0,5,9.1,Downtown,Condo,Electric,0,0,1,321959
2190,3,1.5,1998,1,11013.0,4,6.9,Suburb_West,Single_Family,Electric,1,0,1,354552
1594,2,2.5,1966,2,1000.0,8,11.6,Hillside,Single_Family,Electric,1,1,1,292152
2701,4,2.0,1959,2,6152.0,7,7.5,Downtown,Single_Family,Electric,1,1,1,494276
400,1,2.0,2013,2,9840.0,6,1.1,Rural,Single_Family,Gas,0,1,1,125709
1896,4,1.0,1992,3,8153.0,6,1.5,Suburb_North,Single_Family,Electric,0,1,1,270786
2780,3,3.0,2007,1,5522.0,6,0.8,Downtown,Single_Family,Gas,0,1,1,454291
1910,2,2.0,1996,2,8188.0,7,0.7,Suburb_North,Single_Family,Electric,0,1,1,257284
2248,2,3.0,2005,1,4743.0,7,22.8,Suburb_South,Townhouse,Gas,0,1,1,225743
2123,2,1.5,2006,2,10278.0,6,5.6,Rural,Single_Family,Electric,1,1,0,225004
2048,3,3.0,1980,0,10848.0,6,8.7,Suburb_North,Single_Family,Electric,0,1,1,358917
778,3,1.0,1988,3,5506.0,8,11.3,Suburb_West,Single_Family,Solar,0,0,1,135218
2370,4,2.0,1967,0,8733.0,8,3.3,Suburb_North,Duplex,Gas,0,0,1,318657
2180,2,1.0,2006,2,8548.0,6,1.1,Suburb_North,Single_Family,Gas,0,1,1,358993
1066,3,2.0,1981,0,2655.0,10,1.3,Rural,Single_Family,Electric,0,1,1,185050
942,1,3.0,1981,1,,8,13.6,Suburb_South,Townhouse,Gas,0,1,1,153146
1870,1,3.0,2023,3,3786.0,4,3.6,Suburb_South,Condo,Oil,0,0,1,146437
1099,5,2.5,1990,2,5351.0,2,16.7,Suburb_West,Single_Family,Electric,0,0,1,194015
1384,4,2.0,1994,1,7847.0,4,33.9,Downtown,Duplex,Gas,0,0,1,175777
1577,2,2.5,1974,1,8034.0,7,1.6,Downtown,Townhouse,Electric,0,1,1,269050
2043,5,2.5,1965,3,6716.0,5,20.4,Rural,Condo,Gas,0,1,1,173090
1831,4,1.5,1998,3,,8,32.7,Downtown,Single_Family,Oil,0,0,1,334417
2310,3,2.0,1991,3,6383.0,6,9.1,Downtown,Single_Family,Gas,0,1,0,397955
2723,4,2.0,1983,0,3169.0,6,1.3,Rural,Single_Family,Electric,0,1,1,276798
1565,2,2.0,2018,2,8042.0,6,14.5,Downtown,Single_Family,Gas,0,0,1,360173
3273,4,1.0,2001,0,3747.0,6,0.8,Lakeside,Single_Family,Gas,0,0,1,477595
1165,1,1.5,1992,1,5055.0,5,4.3,Suburb_East,Single_Family,Gas,0,1,1,164550
2399,3,2.0,1972,1,6795.0,7,0.6,Suburb_East,Condo,Gas,0,1,1,262340
1492,3,3.5,1967,0,7700.0,7,0.8,Hillside,Condo,,0,1,1,213592
2202,5,3.0,1977,2,8740.0,7,2.4,Suburb_West,Single_Family,Electric,0,0,1,360803
1463,3,2.5,1998,3,7642.0,7,0.5,Suburb_South,Single_Family,Gas,0,1,1,245824
1869,3,3.0,1975,2,6061.0,5,7.1,Lakeside,Single_Family,Gas,0,1,1,281774
2150,4,2.5,2018,1,10901.0,6,4.5,Suburb_West,Single_Family,Electric,0,1,1,320815
1410,2,2.0,1951,2,6909.0,4,7.5,Rural,Condo,Gas,0,1,1,123448
2021,6,2.5,1951,0,9365.0,7,4.1,Suburb_South,Single_Family,Gas,0,1,1,250884
2744,2,4.0,2005,1,8562.0,9,2.8,Hillside,Townhouse,Gas,0,1,1,403917
1621,2,3.0,1961,2,8096.0,8,3.2,Lakeside,Condo,Electric,0,0,0,260609
1315,6,2.0,1976,1,6607.0,6,18.6,Downtown,Condo,Gas,0,0,1,214950
1779,2,2.5,1956,3,7053.0,8,14.3,Suburb_South,Townhouse,Gas,1,1,1,230885
2687,1,1.0,1968,2,7844.0,8,7.5,Lakeside,Condo,Gas,0,0,1,353598
1179,2,2.0,1989,1,8454.0,6,20.0,Rural,Single_Family,Gas,0,0,1,140100
1532,2,2.5,2018,3,7728.0,7,6.5,Lakeside,Condo,Electric,0,0,1,277987
1134,2,1.0,1988,0,11126.0,9,2.0,Hillside,Single_Family,Gas,0,1,1,301291
1798,3,1.0,2011,2,9002.0,6,2.9,Downtown,Condo,Gas,0,1,0,253074
2777,2,3.5,1969,1,8811.0,7,5.0,Suburb_South,Single_Family,Gas,0,1,1,338614
2777,4,1.5,2006,1,7049.0,6,15.8,Suburb_North,Single_Family,Gas,0,1,1,371789
2225,2,2.5,2019,2,11833.0,9,9.0,Downtown,Townhouse,Gas,0,1,1,399528
1653,2,2.5,1990,2,9029.0,8,4.5,Suburb_West,Duplex,Gas,0,1,1,228241
2430,6,2.5,2021,1,6056.0,5,38.7,Lakeside,Single_Family,Gas,0,0,1,417111
1828,4,1.0,1985,2,5682.0,8,0.5,Lakeside,Condo,Electric,1,1,1,324835
1992,4,2.5,1975,2,4359.0,8,3.0,Suburb_North,Single_Family,Gas,0,0,1,326198
1530,4,2.5,2018,1,9493.0,8,6.8,Suburb_East,Single_Family,Electric,0,0,1,210826
1347,3,2.5,1972,1,2411.0,2,5.0,Downtown,Townhouse,Electric,0,1,1,250171
481,3,1.5,1993,2,7999.0,7,11.3,Suburb_North,Condo,Solar,0,1,1,118560
2360,4,3.0,1953,1,6923.0,4,4.8,Suburb_North,Single_Family,Electric,0,0,1,299741
1703,5,2.0,1970,0,3423.0,4,4.3,Rural,Single_Family,Oil,1,0,1,185584
2698,3,2.0,1958,1,6633.0,5,0.9,Suburb_North,Duplex,Electric,0,1,1,328192
744,5,1.0,1956,2,4548.0,7,3.4,Suburb_West,Townhouse,Gas,0,1,1,157197
2227,3,3.0,2001,1,10005.0,9,0.5,Hillside,Townhouse,Gas,0,1,1,417192
1773,2,3.5,2007,0,8916.0,9,15.9,Hillside,Single_Family,Solar,0,0,1,299976
2929,4,2.0,2015,2,7082.0,6,3.2,Suburb_East,Condo,Gas,0,0,1,250585
1136,2,1.5,1969,3,8811.0,6,12.7,Suburb_South,Condo,Gas,0,1,1,146236
2197,3,1.0,2017,3,10186.0,6,4.8,Suburb_North,Single_Family,Gas,0,1,1,366877
1755,1,2.5,1954,1,8023.0,7,9.4,Downtown,Single_Family,Gas,0,0,1,303280
1882,4,2.5,1964,1,5431.0,5,5.8,Lakeside,Townhouse,Gas,1,0,1,292202
1403,2,2.5,1979,2,10295.0,6,11.1,Suburb_East,Condo,Gas,0,0,1,172148
832,4,3.5,1968,2,8791.0,8,16.4,Downtown,Duplex,Gas,0,1,0,225943
2269,2,3.0,2002,1,7131.0,5,18.0,Suburb_East,Single_Family,Gas,0,1,0,274177
2520,5,2.5,1975,2,6339.0,6,4.4,Hillside,Single_Family,Electric,0,1,0,453576
2376,3,1.0,2017,2,9023.0,8,12.4,Downtown,Single_Family,Electric,0,1,1,516098
2378,2,3.0,2009,2,8588.0,9,0.5,Suburb_East,Single_Family,Gas,1,0,1,359279
2486,4,1.5,1959,1,9460.0,6,5.0,Hillside,Single_Family,Gas,0,1,1,390237
2631,5,3.5,1961,2,5539.0,5,11.6,Rural,Townhouse,Gas,0,1,1,205482
1043,5,3.5,1972,2,6641.0,5,21.6,Rural,Condo,Gas,0,0,0,115391
2040,3,2.0,2021,2,5921.0,3,3.9,Lakeside,Single_Family,Electric,0,1,0,341555
1785,3,2.0,1958,1,9653.0,6,8.9,Suburb_West,Townhouse,Electric,0,1,0,197797
2126,3,2.5,2004,2,7577.0,6,15.2,Rural,Single_Family,Gas,0,1,1,243394
1164,3,3.5,1996,2,1000.0,9,11.2,Rural,Single_Family,Gas,0,0,1,157908
1506,1,2.0,1960,2,10373.0,8,2.2,Suburb_North,Townhouse,Electric,0,1,1,247820
551,1,3.5,2018,3,4628.0,7,1.4,Suburb_South,Townhouse,Electric,0,0,1,123500
1509,5,2.5,1964,2,10182.0,4,4.8,Suburb_South,Condo,Oil,0,1,1,165856
2000,6,2.0,1952,2,7358.0,7,4.2,Hillside,Single_Family,Gas,0,0,1,359708
1454,6,1.0,2011,2,1931.0,8,3.3,Suburb_North,Townhouse,Gas,1,0,1,243837
1943,3,2.5,1956,1,5189.0,7,7.0,Suburb_North,Condo,Solar,0,1,1,207680
1875,4,2.0,2016,0,5435.0,7,4.5,Suburb_North,Condo,Gas,0,1,0,154444
1540,3,1.0,1971,1,7502.0,6,7.7,Suburb_South,Condo,Gas,0,0,0,140366
2105,1,2.0,1998,0,,6,2.0,Downtown,Single_Family,Gas,0,1,1,356303
1672,3,2.5,1995,2,9133.0,7,19.6,Suburb_North,Single_Family,Electric,1,0,1,263392
2979,2,1.5,2004,1,7993.0,7,0.9,Suburb_North,Single_Family,Electric,0,1,1,441474
2246,4,2.5,2018,0,7446.0,8,8.9,Rural,Townhouse,Electric,0,1,1,226649
1507,1,3.0,2013,2,10186.0,4,0.5,Downtown,Townhouse,Electric,0,0,0,288701
1956,1,2.0,1960,2,5421.0,9,10.4,Lakeside,Townhouse,Gas,1,1,0,319370
2946,3,1.5,1963,0,5444.0,5,2.6,Downtown,Single_Family,Electric,0,0,1,446083
2350,3,2.5,1977,0,7395.0,2,0.9,Suburb_South,Single_Family,Gas,0,1,1,258070
2409,3,4.0,2007,0,5123.0,7,11.4,Suburb_North,Condo,Electric,0,0,1,286919
2245,3,2.0,2003,1,1386.0,3,3.8,Lakeside,Townhouse,,0,1,1,277286
1213,4,1.0,2003,2,8393.0,7,17.6,Suburb_North,Townhouse,Electric,1,0,1,185504
1454,5,3.5,1985,3,8143.0,8,2.8,Downtown,Duplex,Gas,1,0,0,372770
2672,5,3.0,1988,2,8235.0,7,1.1,Suburb_East,Single_Family,Oil,0,1,1,375980
1483,1,3.0,1955,2,5160.0,3,10.3,Hillside,Single_Family,Gas,0,0,1,237566
